time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1971-05-19T04:50:56.930Z,34.3955,-118.4418333,0.01,2.55,ml,6,168,,0.45,ci,ci3322904,2016-01-29T01:39:34.240Z,"6km ESE of Santa Clarita, CA",earthquake,2.66,1.82,0.025,4,reviewed,ci,ci
1971-05-19T04:16:17.720Z,34.3093333,-118.3865,1.3,2.57,ml,7,181,,0.35,ci,ci3322903,2016-01-29T01:25:08.600Z,"4km NNW of Lake View Terrace, CA",earthquake,1.38,1.22,0.062,4,reviewed,ci,ci
1971-05-18T13:16:55.270Z,34.4065,-118.3983333,7.9,3.34,ml,11,130,,0.44,ci,ci3322900,2016-01-29T01:39:33.740Z,"10km E of Santa Clarita, CA",earthquake,1.07,1.66,0.06,10,reviewed,ci,ci
1971-05-18T08:25:39.470Z,34.4098333,-118.48,0.01,2.71,ml,10,138,,0.54,ci,ci3322897,2016-01-29T01:09:56.410Z,"2km ESE of Santa Clarita, CA",earthquake,1.06,2.16,0.072,6,reviewed,ci,ci
1971-05-17T08:13:40.830Z,34.31,-118.459,0.36,2.85,ml,9,145,,0.44,ci,ci3322874,2016-01-29T01:30:03.250Z,"4km NNW of Pacoima, CA",earthquake,1.43,2.42,0.026,7,reviewed,ci,ci
1971-05-17T08:09:37.530Z,34.2776667,-118.5108333,6.48,2.79,ml,9,192,,0.46,ci,ci3322869,2016-01-29T01:30:02.750Z,"1km NW of Granada Hills, CA",earthquake,1.7,2.44,0.055,5,reviewed,ci,ci
1971-05-16T01:56:56.080Z,32.9775,-116.0166667,6,3.03,ml,4,157,0.6265,0.28,ci,ci3322867,2016-01-29T01:30:02.230Z,"21km SSE of Ocotillo Wells, CA",earthquake,1.24,31.61,0.009,2,reviewed,ci,ci
1971-05-16T01:15:29.130Z,34.1558333,-118.5475,4.13,2.5,ml,5,240,,0.49,ci,ci3322866,2016-01-29T01:44:29.040Z,"2km SSE of Tarzana, CA",earthquake,7.9,8.43,0.038,6,reviewed,ci,ci
1971-05-15T19:44:01.860Z,32.9808333,-116.388,6,2.96,ml,4,169,0.3837,0.37,ci,ci3322865,2016-01-29T01:30:01.770Z,"22km NE of Pine Valley, CA",earthquake,1.41,31.61,0.132,4,reviewed,ci,ci
1971-05-15T16:54:14.150Z,34.3761667,-119.8153333,14.2,3.16,ml,7,219,,0.4,ci,ci3322860,2016-01-29T01:09:55.900Z,"6km SE of Isla Vista, CA",earthquake,2.31,1.14,0.147,6,reviewed,ci,ci
1971-05-15T01:41:58.590Z,34.3876667,-118.397,6.45,2.7,ml,10,136,,0.47,ci,ci3322859,2016-01-29T01:44:28.520Z,"10km ESE of Santa Clarita, CA",earthquake,1.21,2.18,0.174,7,reviewed,ci,ci
1971-05-14T19:43:51.520Z,34.3723333,-118.4468333,0.19,2.62,ml,10,140,,0.66,ci,ci3322858,2016-01-29T01:09:55.420Z,"7km SE of Santa Clarita, CA",earthquake,1.54,2.13,0.037,7,reviewed,ci,ci
1971-05-14T12:37:07.900Z,33.0018333,-116.3175,6,3.26,ml,5,128,0.4383,0.56,ci,ci3322857,2016-01-29T01:39:33.250Z,"23km SW of Ocotillo Wells, CA",earthquake,1.57,31.61,0.138,5,reviewed,ci,ci
1971-05-13T13:25:42.430Z,34.401,-118.3916667,6,2.89,ml,10,130,0.3111,0.42,ci,ci3322849,2016-01-29T01:34:55.550Z,"11km E of Santa Clarita, CA",earthquake,1.45,31.61,0.124,7,reviewed,ci,ci
1971-05-11T18:34:05.930Z,32.8628333,-115.5048333,6,2.68,mh,4,189,0.6001,0.36,ci,ci3322848,2016-01-29T01:19:59.040Z,"6km ENE of Imperial, CA",earthquake,1.61,31.61,0.227,8,reviewed,ci,ci
1971-05-10T19:54:25.490Z,34.4813333,-118.6876667,13.32,3.12,ml,11,132,,0.53,ci,ci3322842,2016-01-29T01:25:08.090Z,"6km W of Castaic, CA",earthquake,1.37,1.99,0.161,11,reviewed,ci,ci
1971-05-10T10:38:29.240Z,33.9525,-116.991,10.38,2.58,ml,9,109,,0.51,ci,ci3322840,2016-01-29T01:09:54.430Z,"3km NNW of Beaumont, CA",earthquake,1.13,2.8,0.146,5,reviewed,ci,ci
1971-05-09T19:29:56.860Z,34.4623333,-116.5091667,6,3,ml,7,151,,0.48,ci,ci3322839,2016-01-29T01:44:27.560Z,"38km NE of Big Bear City, CA",earthquake,1.44,31.61,0.16,4,reviewed,ci,ci
1971-05-09T19:25:01.260Z,34.457,-116.5213333,6,2.92,ml,10,150,,0.63,ci,ci3322838,2016-01-29T01:39:32.260Z,"37km NE of Big Bear City, CA",earthquake,1.44,31.61,0.067,5,reviewed,ci,ci
1971-05-08T01:08:06.690Z,34.3415,-118.2995,0.64,2.84,ml,11,128,,0.57,ci,ci3322814,2016-01-29T01:19:58.520Z,"9km N of Sunland, CA",earthquake,1.42,2.14,0.188,8,reviewed,ci,ci
1971-05-07T18:36:43.160Z,34.2105,-119.6756667,0.13,2.55,mh,6,234,,0.36,ci,ci3322813,2016-01-29T01:25:07.610Z,"24km S of Santa Barbara, CA",earthquake,1.71,1.79,0.162,9,reviewed,ci,ci
1971-05-07T18:33:14.210Z,34.2115,-119.6715,1.5,2.65,mh,6,233,,0.3,ci,ci3322812,2016-01-29T01:30:01.270Z,"24km S of Santa Barbara, CA",earthquake,1.8,1.54,0.073,10,reviewed,ci,ci
1971-05-07T06:07:21.300Z,34.3746667,-118.2873333,0.01,2.71,ml,9,142,,0.56,ci,ci3322811,2016-01-29T01:34:54.870Z,"13km N of Sunland, CA",earthquake,1.64,2.24,0.027,9,reviewed,ci,ci
1971-05-07T01:22:29.950Z,34.214,-119.6635,0.01,3.35,ml,7,226,,0.54,ci,ci3322810,2016-01-29T01:34:54.350Z,"23km S of Santa Barbara, CA",earthquake,3.66,5.19,0.197,7,reviewed,ci,ci
1971-05-06T21:45:45.350Z,35.315,-118.5668333,6,3.05,ml,10,131,,0.54,ci,ci3322809,2016-01-29T01:19:58.020Z,"23km NNW of Tehachapi, CA",earthquake,1.33,31.61,0.064,10,reviewed,ci,ci
1971-05-06T19:45:58.890Z,33.2486667,-116.7843333,8.01,3.38,ml,11,127,,0.48,ci,ci3322806,2016-01-29T01:19:57.530Z,"2km WNW of Lake Henshaw, CA",earthquake,1.17,1.68,0.184,6,reviewed,ci,ci
1971-05-05T02:56:24.970Z,32.0738333,-115.6531667,6,4.02,ml,5,271,,0.17,ci,ci3322805,2016-01-29T01:34:53.740Z,"49km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,3.22,31.61,0.116,6,reviewed,ci,ci
1971-05-05T01:17:32.560Z,34.3598333,-118.5388333,0.9,2.71,ml,11,143,,0.61,ci,ci3322804,2016-01-29T01:30:00.780Z,"7km SSW of Santa Clarita, CA",earthquake,1.66,2.82,0.047,6,reviewed,ci,ci
1971-05-04T10:39:28.150Z,34.2718333,-118.5005,0.09,2.59,ml,10,160,,0.55,ci,ci3322802,2016-01-29T01:09:53.940Z,"0km E of Granada Hills, CA",earthquake,1.47,1.28,0.118,6,reviewed,ci,ci
1971-05-02T11:42:45.190Z,34.2686667,-118.4636667,8.34,2.94,ml,11,147,,0.35,ci,ci3322801,2016-01-29T01:44:27.040Z,"3km WSW of San Fernando, CA",earthquake,1.28,1.33,0.152,9,reviewed,ci,ci
1971-05-02T00:51:52.430Z,34.3223333,-116.633,6,2.58,ml,8,134,,0.66,ci,ci3322800,2016-01-29T01:19:57.040Z,"21km ENE of Big Bear City, CA",earthquake,1.59,31.61,0.144,2,reviewed,ci,ci
1971-05-02T00:04:04.720Z,34.3516667,-118.4755,0.31,2.67,ml,11,142,,0.49,ci,ci3322798,2016-01-29T01:09:53.450Z,"8km SSE of Santa Clarita, CA",earthquake,1.11,1.49,0.117,7,reviewed,ci,ci
1971-05-01T21:54:07.550Z,34.3481667,-118.4355,2.17,3.01,ml,11,139,,0.31,ci,ci3322797,2016-01-29T01:34:53.210Z,"7km N of Pacoima, CA",earthquake,0.84,1.29,0.261,9,reviewed,ci,ci
1971-05-01T04:25:26.300Z,34.4275,-118.3875,8.17,3.68,ml,14,125,,0.47,ci,ci3322788,2016-01-29T01:19:56.500Z,"10km SW of Agua Dulce, CA",earthquake,0.93,1.72,0.059,11,reviewed,ci,ci
1971-05-01T04:16:21.310Z,34.3825,-116.5843333,6,3.3,ml,9,141,,0.4,ci,ci3322785,2016-01-29T01:44:26.530Z,"28km ENE of Big Bear City, CA",earthquake,0.9,31.61,0.197,10,reviewed,ci,ci
1971-04-29T19:07:44.480Z,35.0421667,-117.7001667,0.01,2.97,ml,10,87,,0.44,ci,ci3322784,2016-04-02T13:46:20.733Z,"7km NW of Boron, CA",quarry blast,1.2,31.61,0.107,7,reviewed,ci,ci
1971-04-29T13:23:40.290Z,34.3466667,-118.4045,10.97,3.3,ml,13,141,,0.57,ci,ci3323189,2016-01-29T01:34:51.930Z,"8km NNE of Pacoima, CA",earthquake,1.65,2.12,0.154,11,reviewed,ci,ci
1971-04-29T02:13:16.440Z,36.4663333,-120.5393333,6,3.53,ml,8,95,,0.79,ci,ci3323180,2016-01-29T01:39:31.760Z,"35km SSW of Mendota, CA",earthquake,3,31.61,0.301,6,reviewed,ci,ci
1971-04-27T21:49:25.800Z,35.049,-118.3806667,0.01,2.53,mh,8,141,,0.4,ci,ci3323178,2016-04-02T16:58:09.956Z,"11km SE of Tehachapi, CA",quarry blast,1.39,31.61,0.181,8,reviewed,ci,ci
1971-04-27T21:11:00.170Z,34.2278333,-118.3846667,7.59,2.7,ml,9,196,,0.61,ci,ci3323177,2016-01-29T01:34:51.300Z,"5km SSW of Lake View Terrace, CA",earthquake,1.93,1.65,0.473,6,reviewed,ci,ci
1971-04-27T13:28:21.360Z,34.3268333,-118.4326667,0.3,2.92,ml,11,148,,0.51,ci,ci3323190,2016-01-29T01:15:06.570Z,"5km N of Pacoima, CA",earthquake,1.14,2.07,0.115,7,reviewed,ci,ci
1971-04-27T07:15:50.360Z,33.7798333,-120.216,6,2.92,ml,5,298,,0.43,ci,ci3323175,2016-01-29T01:25:07.120Z,"21km SSW of Santa Rosa Is., CA",earthquake,3.37,31.61,0.105,3,reviewed,ci,ci
1971-04-27T06:55:59.780Z,33.6803333,-120.0946667,6,3.74,ml,11,255,,0.34,ci,ci3323171,2016-01-29T01:15:06.040Z,"29km S of Santa Rosa Is., CA",earthquake,2.04,31.61,0.289,8,reviewed,ci,ci
1971-04-26T13:30:26.560Z,33.8936667,-117.9805,0.05,2.76,ml,9,181,,0.62,ci,ci3323167,2016-01-29T01:15:05.540Z,"3km NNE of Buena Park, CA",earthquake,2.58,2.94,0.087,6,reviewed,ci,ci
1971-04-25T14:48:05.790Z,34.3691667,-118.306,0.01,3.98,ml,15,121,,0.53,ci,ci3323160,2016-01-29T01:19:55.980Z,"12km NNE of Lake View Terrace, CA",earthquake,1.31,3.19,0.206,11,reviewed,ci,ci
1971-04-25T02:06:07.480Z,32.7491667,-115.614,6,2.76,mh,4,236,0.7274,0.15,ci,ci3323157,2016-01-29T01:25:06.640Z,"7km SW of El Centro, CA",earthquake,1.28,31.61,0.205,8,reviewed,ci,ci
1971-04-24T13:53:55.330Z,33.0958333,-115.5433333,6,2.57,mh,4,153,0.603,0.64,ci,ci3323080,2016-01-29T01:44:26.070Z,"4km SW of Calipatria, CA",earthquake,3.14,31.61,0.186,6,reviewed,ci,ci
1971-04-24T13:01:15.300Z,34.332,-118.495,15.85,2.68,ml,7,196,,0.51,ci,ci3323079,2016-01-29T01:39:30.770Z,"7km N of Granada Hills, CA",earthquake,4.43,2.76,0.034,3,reviewed,ci,ci
1971-04-24T07:07:33.580Z,34.303,-118.4135,0.01,2.52,mh,7,188,,0.48,ci,ci3323077,2016-01-29T01:44:25.550Z,"3km NE of Pacoima, CA",earthquake,3.55,2.1,0.247,12,reviewed,ci,ci
1971-04-24T06:41:12.150Z,33.0848333,-115.534,6,2.67,mh,4,155,,0.62,ci,ci3323076,2016-01-29T01:19:55.510Z,"5km SSW of Calipatria, CA",earthquake,3.13,31.61,0.155,6,reviewed,ci,ci
1971-04-24T04:28:14.090Z,33.1121667,-115.545,6,2.68,mh,4,151,,0.56,ci,ci3323075,2016-01-29T01:34:50.750Z,"3km WSW of Calipatria, CA",earthquake,2.69,31.61,0.115,6,reviewed,ci,ci
1971-04-24T04:04:15.400Z,35.0365,-117.7123333,0.01,2.7,ml,9,87,,0.35,ci,ci3323073,2016-01-29T01:44:25.050Z,"7km NW of Boron, CA",quarry blast,1.04,31.61,0.043,3,reviewed,ci,ci
1971-04-23T06:43:05.710Z,34.5101667,-118.6761667,6,3.1,ml,8,136,,0.62,ci,ci3323070,2016-01-29T01:34:50.230Z,"5km WNW of Castaic, CA",earthquake,1.74,31.61,0.077,8,reviewed,ci,ci
1971-04-19T13:49:12.010Z,34.5218333,-118.6758333,6,2.63,ml,5,140,0.5596,0.31,ci,ci3323068,2016-01-29T01:19:55.020Z,"6km NW of Castaic, CA",earthquake,1.09,31.61,0.064,5,reviewed,ci,ci
1971-04-19T11:15:25.830Z,34.293,-116.5755,6,2.77,ml,6,205,0.7276,0.47,ci,ci3323067,2016-01-29T01:30:00.220Z,"24km NNW of Yucca Valley, CA",earthquake,2.24,31.61,0.113,5,reviewed,ci,ci
1971-04-19T10:41:06.750Z,33.3233333,-116.2243333,6,3.73,ml,8,115,0.5352,0.48,ci,ci3323066,2016-01-29T01:09:52.930Z,"16km ENE of Borrego Springs, CA",earthquake,1.62,31.61,0.048,9,reviewed,ci,ci
1971-04-19T09:35:59.110Z,36.2468333,-120.7858333,10.11,3.23,ml,7,157,,0.27,ci,ci3323065,2016-01-29T01:25:06.130Z,"31km E of King City, CA",earthquake,2.21,1.51,0.031,4,reviewed,ci,ci
1971-04-18T22:27:38.420Z,34.5003333,-118.6728333,15,3.67,ml,11,131,0.5437,0.42,ci,ci3323064,2016-01-29T01:19:54.570Z,"5km WNW of Castaic, CA",earthquake,1.38,31.61,0.153,11,reviewed,ci,ci
1971-04-16T15:31:00.300Z,34.2835,-118.3676667,1.75,2.58,ml,8,220,0.2113,0.44,ci,ci3323063,2016-01-29T01:44:24.070Z,"1km NNW of Lake View Terrace, CA",earthquake,2.08,1.56,0.122,3,reviewed,ci,ci
1971-04-16T12:58:31.700Z,36.8,-122.183,8,4.8,mb,,,,,ushis,ushis3158,2018-06-04T20:43:45.000Z,"23 km S of Davenport, California",earthquake,,,,,reviewed,ushis,us
1971-04-15T20:01:20.010Z,34.6113333,-117.0863333,0.01,2.96,mh,5,153,0.7264,0.56,ci,ci3323060,2016-01-29T01:19:54.100Z,"15km NE of Apple Valley, CA",quarry blast,2.21,31.61,0.277,6,reviewed,ci,ci
1971-04-15T18:04:15.890Z,34.1078333,-118.5418333,0,3.22,ml,10,159,0.3101,0.47,ci,ci3323059,2016-01-29T01:25:05.640Z,"6km ENE of Topanga, CA",earthquake,1.45,1.85,0.155,10,reviewed,ci,ci
1971-04-15T13:32:15.310Z,34.1718333,-118.5381667,0.47,2.75,ml,7,155,0.3052,0.27,ci,ci3323058,2016-01-29T01:29:59.680Z,"1km E of Tarzana, CA",earthquake,1.38,1.29,0.21,6,reviewed,ci,ci
1971-04-15T11:14:32.190Z,34.2563333,-118.5115,3.25,4.15,ml,13,146,0.3019,0.42,ci,ci3323057,2016-01-29T01:09:52.460Z,"2km SSW of Granada Hills, CA",earthquake,1.45,3.3,0.162,11,reviewed,ci,ci
1971-04-13T23:18:38.280Z,34.6901667,-116.0726667,6,3.04,ml,5,282,0.8571,0.57,ci,ci3323055,2016-01-29T01:15:04.060Z,"9km ESE of Ludlow, CA",earthquake,4.29,31.61,0.03,3,reviewed,ci,ci
1971-04-13T01:02:29.730Z,34.34,-118.355,1.01,2.71,ml,9,138,0.2443,0.42,ci,ci3323054,2016-01-29T01:15:03.570Z,"8km N of Lake View Terrace, CA",earthquake,1.21,1.46,0.07,4,reviewed,ci,ci
1971-04-11T23:32:31.390Z,34.2833333,-118.2965,4.38,2.61,ml,6,139,0.17,0.39,ci,ci3323053,2016-01-29T01:34:49.200Z,"3km N of Sunland, CA",earthquake,1.43,2.15,0.054,5,reviewed,ci,ci
1971-04-11T14:44:34.250Z,34.1761667,-118.5381667,0.11,2.76,ml,5,187,0.3056,0.4,ci,ci3323052,2016-01-29T01:25:05.150Z,"1km ENE of Tarzana, CA",earthquake,4.67,2.45,0.478,6,reviewed,ci,ci
1971-04-10T05:01:59.400Z,34.3838333,-118.4125,0.2,2.72,ml,6,219,0.3084,0.52,ci,ci3323050,2016-01-29T01:19:53.650Z,"9km ESE of Santa Clarita, CA",earthquake,17.28,13.9,0.112,9,reviewed,ci,ci
1971-04-10T04:43:49.650Z,34.3683333,-118.4086667,8.4,2.93,ml,8,137,0.2946,0.37,ci,ci3323049,2016-01-29T01:19:53.160Z,"10km NNE of Pacoima, CA",earthquake,0.97,2.15,0.145,11,reviewed,ci,ci
1971-04-09T23:00:27.260Z,32.5773333,-116.9731667,6.56,3.1,ml,3,261,0.2739,0.39,ci,ci3323047,2016-01-29T01:44:23.570Z,"7km NE of Tijuana, B.C., MX",earthquake,20.43,27.27,0.231,3,reviewed,ci,ci
1971-04-08T10:58:33.150Z,34.3376667,-118.4731667,4.37,2.79,ml,7,143,0.3134,0.49,ci,ci3323046,2016-01-29T01:19:52.660Z,"7km NNW of Pacoima, CA",earthquake,1.67,3.95,0.071,5,reviewed,ci,ci
1971-04-08T06:55:07.910Z,34.3523333,-118.2493333,7.88,2.76,ml,9,116,,0.5,ci,ci3323045,2016-01-29T01:15:03.040Z,"12km NNE of Sunland, CA",earthquake,1.5,2.37,0.047,7,reviewed,ci,ci
1971-04-07T20:09:33.530Z,34.4106667,-118.4486667,0.01,2.73,ml,7,138,,0.51,ci,ci3323044,2016-01-29T01:34:48.670Z,"5km E of Santa Clarita, CA",earthquake,1.51,2.77,0.086,9,reviewed,ci,ci
1971-04-06T10:28:17.280Z,34.481,-118.6965,6,3.36,ml,5,141,0.5469,0.31,ci,ci3323043,2016-01-29T01:25:04.680Z,"7km W of Castaic, CA",earthquake,1.34,31.61,0.178,11,reviewed,ci,ci
1971-04-06T10:27:54.170Z,34.4938333,-118.6866667,6,3.05,ml,6,139,0.5484,0.48,ci,ci3322995,2016-01-29T01:19:52.140Z,"6km W of Castaic, CA",earthquake,1.26,31.61,0.274,9,reviewed,ci,ci
1971-04-06T10:26:31.430Z,34.5141667,-118.6713333,6,2.82,ml,7,135,0.5517,0.68,ci,ci3322993,2016-01-29T01:25:04.130Z,"5km WNW of Castaic, CA",earthquake,1.85,31.61,0.121,11,reviewed,ci,ci
1971-04-06T09:46:32.220Z,34.5093333,-118.6683333,6,2.67,ml,7,135,0.5467,0.48,ci,ci3322992,2016-01-29T01:29:59.190Z,"5km WNW of Castaic, CA",earthquake,1.41,31.61,0.232,10,reviewed,ci,ci
1971-04-05T01:40:33.840Z,36.3875,-120.9855,6,3.56,ml,12,161,,0.43,ci,ci3322991,2016-01-29T01:39:29.750Z,"23km NNE of King City, CA",earthquake,2.41,31.61,0.139,8,reviewed,ci,ci
1971-04-04T10:42:30.180Z,35.2941667,-121.1668333,6,3.24,ml,7,297,,0.47,ci,ci3322990,2016-01-29T01:39:29.190Z,"30km WSW of Morro Bay, CA",earthquake,4.41,31.61,0.097,6,reviewed,ci,ci
1971-04-04T00:32:22.100Z,34.0231667,-116.3191667,6,3.44,ml,10,135,,0.53,ci,ci3322989,2016-01-29T01:25:03.620Z,"12km S of Joshua Tree, CA",earthquake,1.54,31.61,0.116,5,reviewed,ci,ci
1971-04-02T06:01:57.290Z,34.0416667,-116.2813333,6,2.92,ml,10,139,,0.51,ci,ci3322988,2016-01-29T01:19:51.640Z,"11km SSE of Joshua Tree, CA",earthquake,1.18,31.61,0.028,4,reviewed,ci,ci
1971-04-02T05:40:24.760Z,34.2705,-118.5258333,8.17,3.88,ml,15,146,,0.45,ci,ci3322987,2016-01-29T01:09:51.930Z,"2km W of Granada Hills, CA",earthquake,1.57,1.96,0.19,10,reviewed,ci,ci
1971-04-01T21:55:48.540Z,34.2355,-118.5685,0.01,2.91,ml,10,152,,0.7,ci,ci3322986,2016-01-29T01:09:51.440Z,"3km W of Northridge, CA",earthquake,2.52,2.38,0.199,9,reviewed,ci,ci
1971-04-01T21:18:35.000Z,34.381,-118.4235,0.64,3.51,ml,14,136,,0.45,ci,ci3322985,2016-01-29T01:15:02.490Z,"9km ESE of Santa Clarita, CA",earthquake,0.92,1.39,0.108,10,reviewed,ci,ci
1971-04-01T21:15:36.880Z,34.399,-118.422,2.03,3.17,ml,12,133,,0.53,ci,ci3322984,2016-01-29T01:44:23.040Z,"8km ESE of Santa Clarita, CA",earthquake,1.26,2.74,0.069,10,reviewed,ci,ci
1971-04-01T15:03:03.670Z,34.4031667,-118.4176667,11.67,4.09,ml,15,132,,0.39,ci,ci3322983,2016-01-29T01:44:22.510Z,"8km E of Santa Clarita, CA",earthquake,1.12,1.69,0.293,10,reviewed,ci,ci
1971-04-01T11:48:12.700Z,34.1033333,-118.6956667,6,2.61,ml,8,261,,0.58,ci,ci3323197,2016-01-29T01:19:51.110Z,"8km N of Malibu Beach, CA",earthquake,3.35,31.61,0.172,6,reviewed,ci,ci
1971-04-01T05:38:21.300Z,34.2301667,-118.4895,0.09,2.59,ml,9,149,,0.38,ci,ci3322961,2016-01-29T01:34:48.170Z,"4km WNW of Panorama City, CA",earthquake,1.83,1.36,0.25,8,reviewed,ci,ci
1971-04-01T01:54:35.670Z,34.2115,-118.553,2.33,3.27,ml,14,151,,0.62,ci,ci3322959,2016-01-29T01:34:47.650Z,"2km WNW of Reseda, CA",earthquake,1.68,3.31,0.166,11,reviewed,ci,ci
1971-03-31T14:52:22.420Z,34.2851667,-118.464,2.25,4.3,ml,15,143,,0.42,ci,ci3322956,2020-07-09T21:31:16.109Z,"2km W of San Fernando, CA",earthquake,1.5,2.04,0.306,11,reviewed,ci,ci
1971-03-30T08:54:42.870Z,34.2908333,-118.4346667,0.76,3.96,ml,15,142,,0.54,ci,ci3322952,2016-01-29T01:15:01.970Z,"1km NNE of Pacoima, CA",earthquake,1.74,2.08,0.16,11,reviewed,ci,ci
1971-03-29T15:11:53.100Z,34.2948333,-118.4413333,0,2.62,ml,8,145,0.2673,0.52,ci,ci3322949,2016-01-29T01:44:21.980Z,"1km NNW of Pacoima, CA",earthquake,1.36,2.05,0.115,9,reviewed,ci,ci
1971-03-28T20:26:37.520Z,34.4318333,-118.4071667,0.19,2.73,ml,11,130,,0.41,ci,ci3322946,2016-01-29T01:29:58.690Z,"9km E of Santa Clarita, CA",earthquake,0.87,1.47,0.066,11,reviewed,ci,ci
1971-03-28T17:16:24.940Z,34.311,-118.4846667,7.58,3.65,ml,14,142,,0.41,ci,ci3323286,2016-01-29T01:44:21.450Z,"5km NNE of Granada Hills, CA",earthquake,1.11,1.62,0.203,11,reviewed,ci,ci
1971-03-27T02:25:47.270Z,34.0605,-116.2896667,6,2.59,mh,8,140,,0.48,ci,ci3323285,2016-01-29T01:39:28.090Z,"8km SSE of Joshua Tree, CA",earthquake,1.42,31.61,0.146,12,reviewed,ci,ci
1971-03-26T20:55:07.750Z,34.3768333,-118.5408333,0,3.24,ml,10,149,,0.68,ci,ci3323284,2016-01-29T01:44:20.880Z,"5km SW of Santa Clarita, CA",earthquake,2.09,3.78,0.102,11,reviewed,ci,ci
1971-03-26T17:46:57.160Z,35.3663333,-118.4688333,0.37,2.84,ml,8,123,0.2958,0.27,ci,ci3323283,2016-01-29T01:34:47.150Z,"25km S of Bodfish, CA",earthquake,0.81,1.88,0.095,8,reviewed,ci,ci
1971-03-26T14:25:39.150Z,35.3753333,-118.4855,0.01,2.75,ml,8,125,0.287,0.53,ci,ci3323282,2016-01-29T01:44:20.380Z,"24km S of Bodfish, CA",earthquake,1.4,3.18,0.072,8,reviewed,ci,ci
1971-03-26T07:22:48.800Z,34.3245,-118.4936667,1.32,2.84,ml,9,144,,0.41,ci,ci3323281,2016-01-29T01:09:50.940Z,"6km N of Granada Hills, CA",earthquake,1.69,2.24,0.145,9,reviewed,ci,ci
1971-03-26T04:41:15.160Z,34.2786667,-118.4716667,4.26,2.63,ml,8,206,,0.49,ci,ci3323280,2016-01-29T01:34:46.650Z,"3km ENE of Granada Hills, CA",earthquake,4.03,5.67,0.037,4,reviewed,ci,ci
1971-03-25T23:00:54.560Z,34.3035,-118.4785,4.5,3.5,ml,10,142,,0.55,ci,ci3323279,2016-01-29T01:44:19.850Z,"4km NNE of Granada Hills, CA",earthquake,1.78,3.25,0.159,11,reviewed,ci,ci
1971-03-25T22:59:56.170Z,34.3248333,-118.4686667,1.09,3.19,ml,12,140,,0.41,ci,ci3323278,2016-01-29T01:44:19.320Z,"5km NNW of Pacoima, CA",earthquake,0.94,1.42,0.129,9,reviewed,ci,ci
1971-03-25T22:57:26.140Z,34.2493333,-118.5236667,2.01,2.7,ml,7,223,,0.48,ci,ci3323277,2016-01-29T01:15:01.470Z,"2km NNE of Northridge, CA",earthquake,5.15,6.4,0.028,7,reviewed,ci,ci
1971-03-25T22:54:09.550Z,34.3013333,-118.4933333,12.98,4.16,ml,13,145,,0.3,ci,ci3323276,2016-01-29T01:09:50.430Z,"3km NNE of Granada Hills, CA",earthquake,1.5,1.07,0.126,11,reviewed,ci,ci
1971-03-25T10:58:10.910Z,34.3615,-118.4376667,12.58,2.65,ml,8,140,,0.39,ci,ci3323275,2016-01-29T01:39:27.550Z,"9km N of Pacoima, CA",earthquake,1.43,1.74,0.145,4,reviewed,ci,ci
1971-03-25T08:36:26.960Z,35.5851667,-118.2173333,1.87,2.88,ml,8,87,,0.37,ci,ci3323274,2016-01-29T01:34:46.090Z,"23km E of Lake Isabella, CA",earthquake,1.36,2.88,0.023,9,reviewed,ci,ci
1971-03-25T01:57:15.090Z,34.3073333,-116.6253333,6,2.59,mh,6,133,,0.44,ci,ci3323273,2016-01-29T01:19:50.600Z,"21km ENE of Big Bear City, CA",earthquake,1.55,31.61,0.264,11,reviewed,ci,ci
1971-03-22T15:22:52.460Z,32.0818333,-116.2421667,6,3.16,ml,4,279,0.6987,0.42,ci,ci3323271,2016-01-29T01:15:00.990Z,"43km ENE of Ensenada, B.C., MX",earthquake,4.05,31.61,0.106,3,reviewed,ci,ci
1971-03-22T09:32:22.870Z,35.7018333,-118.3758333,0.38,2.67,ml,8,119,,0.56,ci,ci3323270,2016-01-29T01:19:49.620Z,"7km E of Wofford Heights, CA",earthquake,1.44,3.74,0.1,4,reviewed,ci,ci
1971-03-20T07:55:39.490Z,34.387,-118.418,9.17,2.65,ml,9,138,,0.4,ci,ci3323269,2016-01-29T01:44:18.810Z,"9km ESE of Santa Clarita, CA",earthquake,1.22,1.7,0.13,7,reviewed,ci,ci
1971-03-20T03:49:16.600Z,34.4043333,-118.5621667,0.19,2.65,ml,10,145,,0.61,ci,ci3323268,2016-01-29T01:09:49.950Z,"5km WSW of Santa Clarita, CA",earthquake,1.71,2.9,0.231,8,reviewed,ci,ci
1971-03-20T01:45:35.070Z,32.4061667,-115.2121667,6,3,mh,5,167,0.2705,0.85,ci,ci12315679,2016-01-29T01:29:57.760Z,"6km NNW of Delta, B.C., MX",earthquake,3.76,31.61,,0,reviewed,ci,ci
1971-03-19T09:48:36.900Z,32.4048333,-115.2485,6,3.07,mh,5,159,0.2641,0.5,ci,ci3323266,2016-01-29T01:34:45.510Z,"8km NW of Delta, B.C., MX",earthquake,2.15,31.61,0.198,9,reviewed,ci,ci
